avg_ps,min_ps,max_ps,burst_ps,pause_ps
48.0,-64.0,176.0,-504.0,424.0
48.0,-72.0,168.0,-432.0,432.0
32.0,-88.0,144.0,-480.0,408.0
48.0,-96.0,192.0,-496.0,424.0
56.0,-40.0,192.0,-496.0,432.0
56.0,-48.0,168.0,-400.0,432.0
48.0,-96.0,168.0,-480.0,424.0
32.0,-72.0,152.0,-456.0,424.0
32.0,-112.0,120.0,-480.0,424.0
8.0,-112.0,120.0,-496.0,424.0
48.0,-64.0,168.0,-504.0,432.0
32.0,-88.0,168.0,-504.0,432.0
48.0,-72.0,144.0,-496.0,432.0
48.0,-72.0,200.0,-496.0,432.0
48.0,-88.0,168.0,-520.0,432.0
56.0,-88.0,216.0,-504.0,432.0
0.0,-136.0,120.0,-496.0,424.0
-16.0,-144.0,80.0,-432.0,424.0
8.0,-112.0,104.0,-480.0,424.0
8.0,-112.0,120.0,-424.0,424.0
32.0,-88.0,176.0,-504.0,432.0
48.0,-72.0,168.0,-504.0,432.0
48.0,-96.0,176.0,-472.0,424.0
32.0,-112.0,168.0,-496.0,424.0
8.0,-112.0,144.0,-472.0,424.0
8.0,-112.0,128.0,-456.0,424.0
8.0,-136.0,120.0,-504.0,432.0
32.0,-112.0,152.0,-480.0,432.0
0.0,-120.0,152.0,-456.0,424.0
8.0,-96.0,104.0,-504.0,424.0
32.0,-120.0,144.0,-496.0,432.0
48.0,-96.0,144.0,-384.0,432.0
56.0,-24.0,168.0,-496.0,424.0
72.0,-64.0,216.0,-432.0,432.0
56.0,-88.0,192.0,-456.0,432.0
56.0,-40.0,176.0,-424.0,432.0
48.0,-48.0,152.0,-496.0,432.0
56.0,-88.0,168.0,-480.0,432.0
48.0,-72.0,168.0,-456.0,432.0
56.0,-40.0,168.0,-456.0,432.0
72.0,-48.0,176.0,-480.0,432.0
56.0,-40.0,168.0,-456.0,432.0
56.0,-40.0,168.0,-496.0,432.0
72.0,-64.0,176.0,-448.0,432.0
80.0,-16.0,200.0,-472.0,432.0
56.0,-64.0,152.0,-496.0,432.0
48.0,-72.0,168.0,-480.0,432.0
48.0,-64.0,144.0,-496.0,432.0
48.0,-48.0,144.0,-424.0,432.0
56.0,-64.0,176.0,-472.0,432.0
72.0,-24.0,176.0,-424.0,432.0
48.0,-72.0,192.0,-520.0,432.0
72.0,-96.0,176.0,-496.0,424.0
56.0,-88.0,176.0,-496.0,424.0
24.0,-96.0,144.0,-504.0,424.0
72.0,-64.0,232.0,-480.0,432.0
72.0,-40.0,192.0,-504.0,432.0
56.0,-64.0,168.0,-424.0,432.0
80.0,-24.0,256.0,-448.0,424.0
80.0,-48.0,216.0,-472.0,424.0
48.0,-64.0,168.0,-472.0,432.0
56.0,-48.0,192.0,-480.0,432.0
48.0,-48.0,176.0,-456.0,432.0
48.0,-72.0,176.0,-400.0,424.0
32.0,-88.0,144.0,-480.0,424.0
48.0,-64.0,144.0,-408.0,432.0
24.0,-120.0,120.0,-472.0,424.0
-16.0,-168.0,80.0,-480.0,424.0
8.0,-120.0,152.0,-456.0,424.0
32.0,-72.0,176.0,-504.0,432.0
32.0,-88.0,176.0,-480.0,424.0
56.0,-120.0,176.0,-448.0,424.0
48.0,-88.0,168.0,-456.0,424.0
48.0,-64.0,168.0,-504.0,480.0
56.0,-40.0,200.0,-456.0,432.0
48.0,-96.0,176.0,-480.0,432.0
48.0,-120.0,176.0,-456.0,432.0
48.0,-96.0,168.0,-432.0,432.0
48.0,-72.0,144.0,-496.0,424.0
48.0,-88.0,176.0,-480.0,424.0
24.0,-96.0,104.0,-520.0,424.0
48.0,-88.0,128.0,-472.0,424.0
56.0,-40.0,192.0,-496.0,432.0
48.0,-72.0,192.0,-408.0,432.0
48.0,-72.0,168.0,-480.0,432.0
48.0,-88.0,168.0,-504.0,432.0
48.0,-40.0,168.0,-496.0,432.0
72.0,-40.0,192.0,-504.0,432.0
96.0,-24.0,240.0,-480.0,432.0
48.0,-72.0,168.0,-472.0,424.0
56.0,-64.0,176.0,-456.0,432.0
48.0,-96.0,168.0,-456.0,424.0
8.0,-120.0,144.0,-448.0,424.0
48.0,-96.0,168.0,-480.0,432.0
48.0,-64.0,152.0,-520.0,432.0
48.0,-88.0,200.0,-480.0,424.0
48.0,-64.0,128.0,-480.0,432.0
56.0,-96.0,168.0,-480.0,424.0
56.0,-40.0,168.0,-480.0,432.0
56.0,-64.0,168.0,-456.0,432.0
48.0,-120.0,216.0,-432.0,432.0
48.0,-96.0,168.0,-480.0,432.0
48.0,-64.0,128.0,-480.0,432.0
32.0,-96.0,176.0,-456.0,424.0
72.0,-96.0,200.0,-504.0,432.0
48.0,-88.0,168.0,-448.0,424.0
48.0,-64.0,168.0,-472.0,424.0
56.0,-72.0,200.0,-472.0,424.0
48.0,-88.0,192.0,-456.0,432.0
80.0,-40.0,216.0,-456.0,432.0
80.0,-48.0,192.0,-520.0,432.0
48.0,-88.0,144.0,-480.0,424.0
48.0,-88.0,176.0,-480.0,424.0
56.0,-64.0,200.0,-456.0,432.0
80.0,-48.0,200.0,-448.0,432.0
48.0,-64.0,176.0,-472.0,424.0
32.0,-88.0,144.0,-432.0,432.0
24.0,-96.0,104.0,-496.0,424.0
48.0,-96.0,144.0,-496.0,432.0
32.0,-96.0,152.0,-496.0,424.0
48.0,-96.0,168.0,-448.0,424.0
24.0,-88.0,144.0,-480.0,432.0
48.0,-64.0,144.0,-496.0,424.0
32.0,-88.0,144.0,-528.0,424.0
56.0,-64.0,176.0,-456.0,432.0
72.0,-72.0,200.0,-504.0,424.0
56.0,-72.0,152.0,-472.0,424.0
56.0,-72.0,168.0,-480.0,424.0
56.0,-64.0,200.0,-496.0,424.0
56.0,-40.0,176.0,-480.0,432.0
48.0,-48.0,168.0,-496.0,424.0
48.0,-96.0,152.0,-480.0,424.0
48.0,-72.0,168.0,-496.0,424.0
72.0,-40.0,192.0,-448.0,432.0
48.0,-64.0,152.0,-472.0,432.0
48.0,-88.0,144.0,-472.0,424.0
48.0,-96.0,168.0,-520.0,424.0
24.0,-96.0,144.0,-432.0,424.0
48.0,-48.0,192.0,-496.0,432.0
32.0,-96.0,144.0,-456.0,424.0
48.0,-96.0,200.0,-520.0,424.0
56.0,-64.0,176.0,-504.0,424.0
56.0,-48.0,176.0,-480.0,424.0
32.0,-88.0,152.0,-520.0,424.0
24.0,-120.0,128.0,-472.0,424.0
48.0,-64.0,152.0,-472.0,424.0
56.0,-88.0,200.0,-456.0,432.0
48.0,-72.0,144.0,-504.0,424.0
48.0,-88.0,152.0,-528.0,424.0
48.0,-64.0,144.0,-472.0,424.0
48.0,-72.0,152.0,-472.0,424.0
24.0,-112.0,144.0,-456.0,424.0
24.0,-160.0,128.0,-432.0,424.0
32.0,-96.0,152.0,-480.0,432.0
32.0,-120.0,168.0,-496.0,432.0
-24.0,-136.0,80.0,-504.0,424.0
0.0,-120.0,120.0,-432.0,424.0
24.0,-112.0,120.0,-496.0,424.0
48.0,-72.0,152.0,-352.0,432.0
48.0,-72.0,176.0,-456.0,432.0
24.0,-88.0,152.0,-448.0,424.0
24.0,-96.0,128.0,-480.0,432.0
8.0,-136.0,128.0,-480.0,424.0
72.0,-48.0,176.0,-496.0,432.0
56.0,-72.0,168.0,-504.0,432.0
48.0,-96.0,152.0,-480.0,424.0
0.0,-136.0,120.0,-472.0,424.0
32.0,-72.0,144.0,-472.0,432.0
8.0,-120.0,128.0,-448.0,424.0
48.0,-88.0,152.0,-496.0,432.0
48.0,-88.0,152.0,-432.0,432.0
48.0,-112.0,152.0,-496.0,432.0
8.0,-112.0,120.0,-456.0,424.0
48.0,-88.0,144.0,-480.0,432.0
32.0,-72.0,168.0,-480.0,424.0
8.0,-144.0,128.0,-504.0,424.0
32.0,-112.0,144.0,-448.0,424.0
24.0,-112.0,152.0,-480.0,432.0
24.0,-112.0,168.0,-480.0,424.0
48.0,-96.0,168.0,-496.0,432.0
56.0,-48.0,192.0,-480.0,432.0
48.0,-120.0,152.0,-504.0,432.0
48.0,-48.0,168.0,-496.0,432.0
48.0,-72.0,168.0,-496.0,432.0
32.0,-72.0,144.0,-496.0,432.0
48.0,-88.0,168.0,-480.0,432.0
48.0,-112.0,144.0,-496.0,424.0
56.0,-96.0,176.0,-496.0,432.0
48.0,-96.0,200.0,-480.0,424.0
56.0,-72.0,200.0,-496.0,432.0
72.0,-112.0,200.0,-448.0,432.0
48.0,-96.0,144.0,-432.0,424.0
72.0,-72.0,176.0,-480.0,480.0
48.0,-48.0,168.0,-432.0,432.0
48.0,-88.0,152.0,-496.0,432.0
32.0,-96.0,128.0,-480.0,432.0
8.0,-120.0,120.0,-456.0,424.0
32.0,-120.0,152.0,-432.0,432.0
0.0,-112.0,144.0,-384.0,432.0
32.0,-72.0,144.0,-480.0,432.0
32.0,-112.0,152.0,-456.0,424.0
48.0,-72.0,144.0,-496.0,424.0
48.0,-72.0,144.0,-504.0,432.0
48.0,-72.0,176.0,-504.0,432.0
56.0,-88.0,168.0,-480.0,432.0
72.0,-40.0,192.0,-480.0,432.0
72.0,-48.0,176.0,-520.0,432.0
56.0,-48.0,168.0,-472.0,432.0
72.0,-48.0,216.0,-456.0,424.0
56.0,-120.0,192.0,-432.0,432.0
24.0,-120.0,152.0,-448.0,424.0
24.0,-120.0,168.0,-504.0,432.0
32.0,-96.0,144.0,-496.0,432.0
32.0,-96.0,128.0,-496.0,432.0
24.0,-96.0,152.0,-504.0,432.0
48.0,-96.0,168.0,-448.0,432.0
48.0,-72.0,152.0,-480.0,432.0
48.0,-88.0,152.0,-472.0,432.0
24.0,-96.0,128.0,-480.0,424.0
56.0,-40.0,200.0,-456.0,480.0
80.0,-40.0,200.0,-496.0,432.0
56.0,-24.0,192.0,-472.0,432.0
72.0,-88.0,176.0,-480.0,432.0
80.0,-24.0,176.0,-480.0,432.0
72.0,-48.0,192.0,-472.0,432.0
72.0,-48.0,216.0,-456.0,480.0
56.0,-48.0,168.0,-496.0,432.0
48.0,-88.0,168.0,-496.0,424.0
80.0,0.0,216.0,-480.0,480.0
120.0,-40.0,216.0,-480.0,480.0
96.0,-24.0,256.0,-480.0,480.0
56.0,-112.0,176.0,-480.0,432.0
48.0,-96.0,200.0,-456.0,424.0
56.0,-48.0,192.0,-496.0,424.0
72.0,-48.0,192.0,-432.0,432.0
56.0,-48.0,152.0,-456.0,432.0
48.0,-96.0,232.0,-480.0,432.0
0.0,-120.0,128.0,-480.0,424.0
24.0,-96.0,104.0,-496.0,432.0
48.0,-88.0,200.0,-376.0,424.0
48.0,-96.0,192.0,-472.0,432.0
48.0,-64.0,152.0,-472.0,424.0
48.0,-88.0,176.0,-504.0,432.0
32.0,-88.0,144.0,-472.0,424.0
48.0,-64.0,168.0,-456.0,432.0
48.0,-96.0,144.0,-496.0,424.0
32.0,-88.0,152.0,-472.0,432.0
0.0,-120.0,120.0,-448.0,424.0
32.0,-88.0,152.0,-328.0,424.0
48.0,-88.0,152.0,-480.0,432.0
32.0,-120.0,144.0,-472.0,432.0
0.0,-120.0,104.0,-480.0,424.0
24.0,-120.0,144.0,-424.0,424.0
24.0,-96.0,128.0,-520.0,424.0
48.0,-96.0,144.0,-456.0,424.0
56.0,-96.0,168.0,-496.0,432.0
32.0,-96.0,176.0,-520.0,424.0
32.0,-88.0,144.0,-456.0,432.0
48.0,-88.0,176.0,-496.0,432.0
24.0,-88.0,152.0,-496.0,432.0
48.0,-72.0,128.0,-480.0,424.0
24.0,-88.0,144.0,-496.0,424.0
48.0,-48.0,168.0,-480.0,432.0
32.0,-112.0,152.0,-504.0,432.0
48.0,-64.0,152.0,-432.0,432.0
48.0,-112.0,168.0,-448.0,432.0
48.0,-88.0,152.0,-472.0,424.0
48.0,-64.0,144.0,-472.0,432.0
48.0,-96.0,144.0,-448.0,424.0
48.0,-40.0,192.0,-472.0,432.0
56.0,-72.0,192.0,-480.0,424.0
56.0,-64.0,192.0,-472.0,480.0
56.0,-48.0,192.0,-376.0,432.0
48.0,-64.0,152.0,-496.0,432.0
48.0,-72.0,152.0,-408.0,432.0
48.0,-72.0,216.0,-496.0,424.0
72.0,-48.0,192.0,-472.0,432.0
48.0,-64.0,168.0,-472.0,432.0
32.0,-96.0,144.0,-456.0,424.0
56.0,-40.0,176.0,-504.0,432.0
48.0,-88.0,152.0,-432.0,424.0
24.0,-120.0,104.0,-472.0,432.0
-16.0,-168.0,96.0,-504.0,408.0
0.0,-112.0,104.0,-432.0,424.0
48.0,-64.0,144.0,-448.0,432.0
48.0,-88.0,152.0,-496.0,480.0
72.0,-64.0,216.0,-472.0,480.0
56.0,-96.0,192.0,-432.0,432.0
32.0,-88.0,128.0,-496.0,432.0
32.0,-88.0,152.0,-448.0,432.0
48.0,-72.0,168.0,-472.0,432.0
48.0,-112.0,168.0,-472.0,432.0
24.0,-120.0,192.0,-456.0,424.0
32.0,-88.0,152.0,-408.0,432.0
48.0,-112.0,168.0,-496.0,424.0
96.0,-16.0,216.0,-456.0,496.0
48.0,-96.0,176.0,-520.0,424.0
72.0,-24.0,192.0,-480.0,480.0
56.0,-48.0,176.0,-400.0,432.0
32.0,-112.0,144.0,-424.0,424.0
48.0,-88.0,152.0,-496.0,432.0
24.0,-120.0,120.0,-432.0,432.0
48.0,-72.0,192.0,-480.0,496.0
56.0,-48.0,200.0,-448.0,432.0
48.0,-48.0,168.0,-520.0,424.0
56.0,-64.0,200.0,-408.0,432.0
24.0,-96.0,144.0,-504.0,424.0
32.0,-88.0,152.0,-504.0,432.0
48.0,-88.0,168.0,-480.0,432.0
0.0,-160.0,128.0,-408.0,424.0
32.0,-120.0,176.0,-504.0,424.0
48.0,-88.0,192.0,-472.0,432.0
48.0,-136.0,152.0,-472.0,432.0
48.0,-88.0,168.0,-384.0,432.0
56.0,-72.0,176.0,-472.0,432.0
56.0,-40.0,152.0,-448.0,480.0
48.0,-64.0,192.0,-496.0,432.0
56.0,-120.0,168.0,-432.0,432.0
48.0,-96.0,144.0,-504.0,432.0
32.0,-96.0,168.0,-480.0,432.0
72.0,-40.0,216.0,-472.0,432.0
48.0,-96.0,192.0,-448.0,432.0
48.0,-64.0,168.0,-504.0,432.0
48.0,-96.0,176.0,-448.0,432.0
48.0,-96.0,200.0,-496.0,432.0
32.0,-96.0,168.0,-472.0,432.0
48.0,-64.0,176.0,-480.0,424.0
56.0,-48.0,192.0,-456.0,432.0
56.0,-40.0,216.0,-456.0,432.0
72.0,-40.0,200.0,-472.0,448.0
24.0,-136.0,144.0,-480.0,424.0
8.0,-144.0,128.0,-432.0,424.0
32.0,-112.0,152.0,-496.0,432.0
48.0,-96.0,176.0,-504.0,432.0
48.0,-88.0,152.0,-504.0,432.0
48.0,-96.0,176.0,-472.0,432.0
80.0,-40.0,192.0,-496.0,480.0
48.0,-96.0,176.0,-520.0,432.0
72.0,-40.0,176.0,-496.0,480.0
72.0,-72.0,176.0,-496.0,432.0
56.0,-48.0,168.0,-504.0,432.0
56.0,-72.0,200.0,-480.0,432.0
48.0,-88.0,168.0,-496.0,424.0
32.0,-72.0,144.0,-472.0,432.0
24.0,-96.0,144.0,-496.0,432.0
48.0,-72.0,144.0,-448.0,424.0
48.0,-48.0,144.0,-456.0,432.0
48.0,-136.0,152.0,-496.0,424.0
48.0,-88.0,152.0,-504.0,432.0
48.0,-88.0,168.0,-456.0,432.0
48.0,-72.0,168.0,-496.0,424.0
80.0,-24.0,192.0,-504.0,424.0
48.0,-112.0,176.0,-448.0,432.0
56.0,-40.0,192.0,-472.0,480.0
48.0,-72.0,168.0,-456.0,432.0
32.0,-96.0,152.0,-448.0,432.0
32.0,-88.0,128.0,-456.0,432.0
24.0,-136.0,128.0,-472.0,432.0
48.0,-48.0,168.0,-408.0,480.0
72.0,-48.0,200.0,-456.0,432.0
56.0,-88.0,176.0,-448.0,432.0
48.0,-72.0,144.0,-472.0,432.0
32.0,-160.0,152.0,-496.0,432.0
48.0,-112.0,128.0,-480.0,432.0
8.0,-96.0,96.0,-504.0,424.0
48.0,-72.0,176.0,-496.0,432.0
48.0,-96.0,144.0,-480.0,480.0
24.0,-136.0,144.0,-448.0,424.0
0.0,-144.0,96.0,-456.0,424.0
0.0,-136.0,104.0,-480.0,408.0
8.0,-120.0,128.0,-480.0,432.0
56.0,-64.0,168.0,-432.0,480.0
48.0,-64.0,192.0,-448.0,432.0
56.0,-40.0,192.0,-520.0,480.0
48.0,-64.0,176.0,-472.0,432.0
32.0,-112.0,144.0,-496.0,424.0
48.0,-88.0,128.0,-400.0,432.0
56.0,-72.0,192.0,-408.0,480.0
56.0,-64.0,168.0,-448.0,432.0
48.0,-88.0,168.0,-496.0,432.0
32.0,-64.0,168.0,-432.0,432.0
48.0,-72.0,192.0,-472.0,432.0
48.0,-48.0,176.0,-504.0,424.0
48.0,-64.0,168.0,-520.0,432.0
48.0,-112.0,152.0,-472.0,432.0
56.0,-24.0,176.0,-504.0,480.0
48.0,-72.0,152.0,-448.0,432.0
56.0,-72.0,168.0,-424.0,432.0
48.0,-48.0,168.0,-480.0,480.0
48.0,-120.0,168.0,-472.0,432.0
32.0,-120.0,192.0,-496.0,432.0
24.0,-88.0,144.0,-504.0,432.0
48.0,-72.0,144.0,-496.0,432.0
72.0,-72.0,176.0,-504.0,480.0
56.0,-136.0,200.0,-448.0,432.0
48.0,-96.0,144.0,-400.0,432.0
48.0,-88.0,152.0,-472.0,432.0
8.0,-136.0,128.0,-480.0,432.0
0.0,-144.0,104.0,-496.0,432.0
8.0,-120.0,120.0,-496.0,432.0
24.0,-120.0,152.0,-496.0,432.0
48.0,-96.0,152.0,-448.0,480.0
56.0,-24.0,176.0,-480.0,496.0
48.0,-112.0,168.0,-504.0,432.0
48.0,-88.0,152.0,-448.0,432.0
32.0,-96.0,144.0,-472.0,432.0
56.0,-64.0,192.0,-496.0,432.0
72.0,-48.0,192.0,-496.0,480.0
48.0,-144.0,192.0,-520.0,432.0
48.0,-72.0,152.0,-408.0,432.0
48.0,-88.0,176.0,-496.0,432.0
56.0,-88.0,176.0,-480.0,480.0
32.0,-96.0,168.0,-400.0,480.0
24.0,-96.0,104.0,-496.0,432.0
48.0,-112.0,144.0,-456.0,432.0
56.0,-40.0,192.0,-472.0,432.0
56.0,-48.0,176.0,-448.0,480.0
56.0,-64.0,216.0,-472.0,432.0
80.0,-24.0,216.0,-400.0,496.0
72.0,-64.0,216.0,-520.0,480.0
48.0,-88.0,168.0,-520.0,432.0
24.0,-96.0,168.0,-504.0,424.0
32.0,-88.0,144.0,-456.0,480.0
32.0,-96.0,168.0,-448.0,432.0
48.0,-72.0,176.0,-496.0,432.0
80.0,-16.0,216.0,-456.0,432.0
104.0,-48.0,232.0,-456.0,480.0
56.0,-64.0,200.0,-480.0,496.0
48.0,-64.0,176.0,-432.0,432.0
72.0,-72.0,216.0,-456.0,480.0
80.0,-40.0,216.0,-480.0,432.0
80.0,-40.0,200.0,-496.0,480.0
48.0,-112.0,176.0,-496.0,432.0
56.0,-64.0,200.0,-472.0,424.0
32.0,-96.0,176.0,-456.0,432.0
8.0,-136.0,104.0,-472.0,424.0
48.0,-72.0,152.0,-496.0,432.0
56.0,-40.0,176.0,-448.0,424.0
72.0,-48.0,232.0,-480.0,432.0
80.0,-40.0,200.0,-360.0,480.0
56.0,-64.0,200.0,-472.0,432.0
48.0,-48.0,152.0,-480.0,432.0
32.0,-96.0,168.0,-480.0,424.0
24.0,-96.0,152.0,-472.0,432.0
48.0,-72.0,168.0,-456.0,432.0
48.0,-88.0,168.0,-480.0,432.0
48.0,-88.0,168.0,-472.0,432.0
32.0,-72.0,144.0,-496.0,432.0
32.0,-120.0,144.0,-472.0,424.0
8.0,-120.0,104.0,-480.0,424.0
32.0,-64.0,144.0,-496.0,432.0
24.0,-96.0,144.0,-480.0,432.0
32.0,-72.0,128.0,-520.0,432.0
48.0,-88.0,176.0,-472.0,432.0
48.0,-96.0,144.0,-376.0,432.0
32.0,-88.0,168.0,-480.0,432.0
48.0,-64.0,168.0,-448.0,432.0
72.0,-40.0,176.0,-472.0,480.0
56.0,-48.0,168.0,-424.0,480.0
48.0,-48.0,168.0,-496.0,432.0
24.0,-96.0,152.0,-480.0,432.0
32.0,-72.0,128.0,-448.0,424.0
48.0,-72.0,192.0,-496.0,432.0
8.0,-112.0,120.0,-472.0,424.0
32.0,-96.0,144.0,-456.0,424.0
48.0,-88.0,168.0,-456.0,432.0
24.0,-144.0,144.0,-504.0,432.0
8.0,-96.0,104.0,-496.0,432.0
8.0,-144.0,128.0,-472.0,424.0
32.0,-72.0,128.0,-472.0,432.0
48.0,-64.0,144.0,-496.0,432.0
56.0,-72.0,176.0,-472.0,432.0
56.0,-64.0,152.0,-480.0,480.0
48.0,-88.0,152.0,-480.0,424.0
32.0,-96.0,152.0,-456.0,480.0
56.0,-72.0,232.0,-480.0,480.0
56.0,-72.0,152.0,-432.0,480.0
80.0,-88.0,232.0,-456.0,480.0
48.0,-72.0,168.0,-472.0,480.0
48.0,-64.0,168.0,-504.0,432.0
32.0,-120.0,144.0,-472.0,432.0
24.0,-88.0,152.0,-504.0,432.0
56.0,-72.0,176.0,-496.0,432.0
56.0,-64.0,192.0,-472.0,480.0
80.0,-72.0,216.0,-472.0,432.0
48.0,-88.0,200.0,-496.0,432.0
32.0,-96.0,168.0,-504.0,432.0
32.0,-88.0,144.0,-480.0,432.0
32.0,-120.0,144.0,-496.0,432.0
24.0,-96.0,144.0,-472.0,424.0
24.0,-88.0,128.0,-456.0,432.0
24.0,-112.0,128.0,-448.0,432.0
8.0,-120.0,104.0,-472.0,432.0
24.0,-112.0,176.0,-432.0,432.0
48.0,-96.0,152.0,-520.0,480.0
0.0,-136.0,104.0,-456.0,432.0
48.0,-96.0,176.0,-400.0,432.0
24.0,-96.0,120.0,-456.0,432.0
32.0,-112.0,168.0,-456.0,480.0
32.0,-112.0,144.0,-480.0,432.0
48.0,-64.0,144.0,-480.0,480.0
48.0,-96.0,192.0,-496.0,480.0
48.0,-72.0,200.0,-480.0,480.0
24.0,-88.0,120.0,-504.0,432.0
24.0,-112.0,144.0,-480.0,424.0
48.0,-88.0,176.0,-408.0,432.0
72.0,-72.0,192.0,-496.0,480.0
24.0,-120.0,152.0,-480.0,432.0
8.0,-120.0,120.0,-456.0,432.0
32.0,-96.0,152.0,-504.0,432.0
8.0,-88.0,120.0,-408.0,432.0
48.0,-112.0,176.0,-496.0,480.0
24.0,-120.0,144.0,-496.0,496.0
24.0,-112.0,120.0,-480.0,432.0
48.0,-88.0,144.0,-504.0,432.0
8.0,-144.0,104.0,-472.0,432.0
8.0,-120.0,120.0,-504.0,424.0
24.0,-112.0,144.0,-472.0,496.0
8.0,-144.0,120.0,-496.0,432.0
32.0,-112.0,128.0,-472.0,496.0
48.0,-64.0,152.0,-504.0,480.0
32.0,-136.0,144.0,-520.0,480.0
48.0,-120.0,176.0,-448.0,480.0
72.0,-24.0,168.0,-496.0,496.0
56.0,-48.0,152.0,-432.0,480.0
48.0,-112.0,176.0,-480.0,480.0
48.0,-88.0,152.0,-456.0,480.0
56.0,-64.0,176.0,-504.0,432.0
32.0,-88.0,152.0,-496.0,480.0
24.0,-96.0,128.0,-520.0,432.0
48.0,-72.0,152.0,-456.0,480.0
32.0,-136.0,152.0,-472.0,480.0
32.0,-88.0,128.0,-456.0,432.0
0.0,-144.0,120.0,-448.0,432.0
32.0,-96.0,168.0,-472.0,480.0
48.0,-96.0,152.0,-496.0,480.0
48.0,-88.0,144.0,-456.0,480.0
72.0,-40.0,176.0,-496.0,480.0
96.0,-24.0,200.0,-520.0,496.0
96.0,-16.0,192.0,-480.0,480.0
72.0,-40.0,192.0,-472.0,480.0
72.0,-48.0,168.0,-480.0,480.0
72.0,-48.0,192.0,-448.0,480.0
72.0,-88.0,176.0,-504.0,496.0
48.0,-40.0,144.0,-472.0,480.0
48.0,-72.0,168.0,-496.0,480.0
48.0,-88.0,152.0,-448.0,480.0
48.0,-88.0,168.0,-424.0,432.0
8.0,-120.0,120.0,-480.0,424.0
24.0,-120.0,120.0,-424.0,424.0
24.0,-96.0,128.0,-504.0,432.0
48.0,-64.0,152.0,-496.0,480.0
72.0,-40.0,200.0,-496.0,496.0
80.0,-24.0,200.0,-496.0,480.0
48.0,-64.0,192.0,-496.0,480.0
56.0,-48.0,168.0,-432.0,480.0
96.0,-48.0,200.0,-480.0,496.0
48.0,-64.0,128.0,-432.0,480.0
32.0,-112.0,120.0,-504.0,432.0
32.0,-72.0,176.0,-456.0,480.0
24.0,-120.0,168.0,-504.0,432.0
8.0,-112.0,104.0,-520.0,432.0
0.0,-160.0,104.0,-480.0,432.0
8.0,-120.0,96.0,-432.0,432.0
8.0,-112.0,120.0,-496.0,480.0
48.0,-96.0,152.0,-456.0,480.0
0.0,-96.0,104.0,-448.0,432.0
0.0,-120.0,120.0,-504.0,480.0
-24.0,-192.0,72.0,-504.0,432.0
8.0,-120.0,120.0,-432.0,432.0
8.0,-112.0,120.0,-480.0,480.0
0.0,-120.0,96.0,-448.0,432.0
-16.0,-160.0,96.0,-496.0,432.0
-16.0,-168.0,80.0,-432.0,432.0
-24.0,-144.0,104.0,-472.0,480.0
8.0,-136.0,128.0,-472.0,480.0
-16.0,-120.0,104.0,-480.0,480.0
0.0,-144.0,104.0,-480.0,480.0
32.0,-96.0,144.0,-472.0,480.0
32.0,-96.0,144.0,-448.0,480.0
-16.0,-136.0,96.0,-520.0,432.0
8.0,-96.0,104.0,-496.0,480.0
8.0,-144.0,152.0,-480.0,480.0
8.0,-160.0,104.0,-472.0,432.0
48.0,-64.0,144.0,-480.0,480.0
32.0,-88.0,152.0,-528.0,496.0
